time(ms),brdneighborhoodbytes,brdtrajincellbytes,ntransactions,intable,minsize,minsup,nitemsets,storagethr,repfreq,limit,nexecutors,ncores,maxram,timescale,bint,epst,bins,epss,exploredpatterns,exploredpatterns2,accmlen,accmcrd,accmsup,semf
159725,7046,429038,294,trajectory.hermopoulis_standard,400,12,0,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,20.0,19,Infinity,3942211,832612461,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
4281,3150,281340,150,trajectory.hermopoulis_standard,500,12,0,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,48.0,19,Infinity,45,5872,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
126750,14278,281340,150,trajectory.hermopoulis_standard,500,10,813872,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,961406,78850325,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
151309,24326,343210,198,trajectory.hermopoulis_standard,500,8,840067,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,961788,122049963,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
132840,24326,343420,198,trajectory.hermopoulis_standard,500,6,859161,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,961795,122050023,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
3717734,15642,294954,141,trajectory.hermopoulis_standard,500,12,39159311,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,18,Infinity,39262669,2544623519,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
4148322,18484,313284,158,trajectory.hermopoulis_standard,500,12,30549359,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,17,Infinity,69071871,6730820903,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
68413,17904,299584,160,trajectory.hermopoulis_standard,500,12,384803,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,16,Infinity,457514,43933460,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
100617,14278,281340,150,trajectory.hermopoulis_standard,500,12,726353,1000000,1,500000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,961388,78849926,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
108827,14278,281340,150,trajectory.hermopoulis_standard,500,12,726353,1000000,1,250000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,961388,78849926,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
635133,14278,281340,150,trajectory.hermopoulis_standard,500,12,726353,1000000,1,1000000,1,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,961388,78849926,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
232158,14278,281340,150,trajectory.hermopoulis_standard,500,12,726353,1000000,1,1000000,3,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,961388,78849926,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
146646,14278,281340,150,trajectory.hermopoulis_standard,500,12,726353,1000000,1,1000000,6,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,961388,78849926,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
104943,14278,281340,150,trajectory.hermopoulis_standard,500,12,726353,1000000,1,1000000,10,2,2g,AbsoluteScale,3600,Infinity,19,Infinity,961388,78849926,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
109101,14278,281340,150,trajectory.hermopoulis_standard,500,12,726353,1000000,1,1000000,10,2,4g,AbsoluteScale,3600,Infinity,19,Infinity,961388,78849926,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
106845,14278,281340,150,trajectory.hermopoulis_standard,500,12,726353,1000000,1,1000000,10,2,6g,AbsoluteScale,3600,Infinity,19,Infinity,961388,78849926,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
105304,14278,281340,150,trajectory.hermopoulis_standard,500,12,726353,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,961388,78849926,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
4340,3150,281340,150,trajectory.hermopoulis_standard,500,12,0,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,72.0,19,Infinity,45,5872,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
5317,3150,281340,150,trajectory.hermopoulis_standard,500,12,0,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,120.0,19,Infinity,45,5872,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
21662,4188,281340,150,trajectory.hermopoulis_standard,500,12,0,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,10000.0,19,Infinity,558600,49773034,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
26333,4782,281340,150,trajectory.hermopoulis_standard,500,12,0,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,14400.0,19,Infinity,749762,64751451,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
26831,4976,281340,150,trajectory.hermopoulis_standard,500,12,0,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,21600.0,19,Infinity,749762,64751451,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
46835,7170,281340,150,trajectory.hermopoulis_standard,500,12,26686,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,43200.0,19,Infinity,961363,78849181,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
33706,8034,273966,123,trajectory.hermopoulis_standard,400,12,92896,1000000,1,1000000,10,2,8g,NoScale,1,Infinity,19,Infinity,453126,22461836,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
35953,5714,273966,123,trajectory.hermopoulis_standard,400,12,92896,1000000,1,1000000,10,2,8g,NoScale,1,Infinity,19,4.0,453126,22461836,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
360549,21020,429038,294,trajectory.hermopoulis_standard,400,12,151918,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,43200.0,19,Infinity,8563958,1559423843,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
1140131,43994,429038,294,trajectory.hermopoulis_standard,400,12,10315057,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,15013874,2727213849,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
1904962,50490,451580,322,trajectory.hermopoulis_standard,375,12,18816486,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,28272604,5664828985,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
3569079,60784,476966,356,trajectory.hermopoulis_standard,350,12,34584537,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,56944100,12530901646,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
7409747,74526,503312,394,trajectory.hermopoulis_standard,325,12,64556553,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,124928385,31465753922,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
1151407,44496,430408,295,trajectory.hermopoulis_standard,400,8,10827443,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,15013893,2737875832,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
1219583,44496,430458,295,trajectory.hermopoulis_standard,400,6,12772947,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,15213735,2774499776,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
36288,0,267468,116,trajectory.hermopoulis_standard,500,12,90675,1000000,1,1000000,10,2,8g,NoScale,1,Infinity,19,Infinity,103628,6031789,0.0,0.0,0.0,none
23374,5420,267468,116,trajectory.hermopoulis_standard,500,12,1247,1000000,1,1000000,10,2,8g,NoScale,1,Infinity,19,4.0,103483,6030397,0.0,0.0,0.0,none
139201,31112,335656,192,trajectory.hermopoulis_standard,500,12,922588,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,43200.0,19,Infinity,959230,129638416,0.0,0.0,0.0,none
194962,0,335656,192,trajectory.hermopoulis_standard,500,12,923809,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,959432,129641322,0.0,0.0,0.0,none
437453,29210,361488,228,trajectory.hermopoulis_standard,400,12,4117929,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,16,Infinity,4637352,670407808,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
1023509,43994,429038,294,trajectory.hermopoulis_standard,400,12,10315057,1000000,1,500000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,15013874,2727213849,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
1012652,43994,429038,294,trajectory.hermopoulis_standard,400,12,10315057,1000000,1,250000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,15013874,2727213849,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
6911545,43994,429038,294,trajectory.hermopoulis_standard,400,12,10315057,1000000,1,1000000,1,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,15013874,2727213849,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
2579003,43994,429038,294,trajectory.hermopoulis_standard,400,12,10315057,1000000,1,1000000,3,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,15013874,2727213849,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
1422302,43994,429038,294,trajectory.hermopoulis_standard,400,12,10315057,1000000,1,1000000,6,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,15013874,2727213849,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
1060590,43994,429038,294,trajectory.hermopoulis_standard,400,12,10315057,1000000,1,1000000,10,2,2g,AbsoluteScale,3600,Infinity,19,Infinity,15013874,2727213849,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
1056179,43994,429038,294,trajectory.hermopoulis_standard,400,12,10315057,1000000,1,1000000,10,2,4g,AbsoluteScale,3600,Infinity,19,Infinity,15013874,2727213849,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
1050364,43994,429038,294,trajectory.hermopoulis_standard,400,12,10315057,1000000,1,1000000,10,2,6g,AbsoluteScale,3600,Infinity,19,Infinity,15013874,2727213849,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
19822,7102,165846,105,trajectory.hermopoulis_standard,500,12,54718,1000000,1,2000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,102316,5584495,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
13516,3058,72236,51,trajectory.hermopoulis_standard,500,12,5415,1000000,1,1000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,9158,128295,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
109370,14278,281340,150,trajectory.hermopoulis_standard,500,12,726353,1000000,1,4200,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,961388,78849926,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
75328,17904,299584,160,trajectory.hermopoulis_standard,500,12,384803,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,16,Infinity,457514,43933460,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
415513,23472,325720,179,trajectory.hermopoulis_standard,500,12,1615980,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,15,Infinity,7041108,836423246,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
3604150,15642,294954,141,trajectory.hermopoulis_standard,500,12,41309558,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,18,Infinity,41420785,2686722760,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
4339291,18484,313284,158,trajectory.hermopoulis_standard,500,12,30549359,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,17,Infinity,69071871,6730820903,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
453070,23472,325720,179,trajectory.hermopoulis_standard,500,12,1615980,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,15,Infinity,7041108,836423246,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
272837,19376,306424,159,trajectory.hermopoulis_standard,500,12,2658714,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,14,Infinity,2915247,266770290,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
69170,9116,225282,114,trajectory.hermopoulis_standard,500,12,344073,1000000,1,1000000,10,2,8g,AbsoluteScale,1800,Infinity,19,Infinity,977596,58851518,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
36435,6300,169406,81,trajectory.hermopoulis_standard,500,12,669,1000000,1,1000000,10,2,8g,AbsoluteScale,900,Infinity,19,Infinity,1053163,41131537,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
109953,22274,221392,171,trajectory.hermopoulis_standard,300,12,2610,1000000,1,1000000,10,2,8g,AbsoluteScale,450,Infinity,19,Infinity,3127874,370149973,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
299379,20868,224728,158,trajectory.hermopoulis_standard,300,12,3362,1000000,1,1000000,10,2,8g,AbsoluteScale,450,Infinity,18,Infinity,9204273,960434124,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
11104,18652,192612,154,trajectory.hermopoulis_standard,300,12,0,1000000,1,1000000,10,2,8g,AbsoluteScale,225,Infinity,19,Infinity,222960,22382294,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
1089242,10568,239960,113,trajectory.hermopoulis_standard,500,12,1809284,1000000,1,1000000,10,2,8g,AbsoluteScale,1800,Infinity,17,Infinity,29760160,1726256535,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
107953,10376,240218,123,trajectory.hermopoulis_standard,500,12,613469,1000000,1,1000000,10,2,8g,AbsoluteScale,1800,Infinity,16,Infinity,1526764,102110731,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
367157,10690,224902,107,trajectory.hermopoulis_standard,500,12,3152583,1000000,1,1000000,10,2,8g,AbsoluteScale,1800,Infinity,14,Infinity,7116815,337820891,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
241414,58060,276074,292,trajectory.hermopoulis_standard,200,12,10544,1000000,1,1000000,10,2,8g,AbsoluteScale,300,Infinity,19,Infinity,6305031,1408562515,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
527542,62948,297042,310,trajectory.hermopoulis_standard,200,12,73426,1000000,1,1000000,10,2,8g,AbsoluteScale,300,Infinity,18,Infinity,11997922,2963737878,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
507894,81074,312616,355,trajectory.hermopoulis_standard,200,12,23,1000000,1,1000000,10,2,8g,AbsoluteScale,300,Infinity,17,Infinity,12323405,3332747512,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
150300,68710,286320,315,trajectory.hermopoulis_standard,200,12,1839,1000000,1,1000000,10,2,8g,AbsoluteScale,300,Infinity,16,Infinity,3833462,894114623,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
19277,2512,143476,40,trajectory.hermopoulis_standard,500,12,2345,1000000,1,1000000,10,2,8g,NoScale,1,Infinity,19,4.0,29762,478186,0.0,0.0,0.0,none
141361,31112,335656,192,trajectory.hermopoulis_standard,500,12,922588,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,43200.0,19,Infinity,959230,129638416,0.0,0.0,0.0,none
36425,8034,273966,123,trajectory.hermopoulis_standard,400,12,92896,1000000,1,1000000,10,2,8g,NoScale,1,Infinity,19,Infinity,453126,22461836,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
35150,5714,273966,123,trajectory.hermopoulis_standard,400,12,92896,1000000,1,1000000,10,2,8g,NoScale,1,Infinity,19,4.0,453126,22461836,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
358446,21020,429038,294,trajectory.hermopoulis_standard,400,12,151918,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,43200.0,19,Infinity,8563958,1559423843,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
1033992,43994,429038,294,trajectory.hermopoulis_standard,400,12,10315057,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,15013874,2727213849,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
34394,3292,273966,123,trajectory.hermopoulis_standard,400,12,92896,1000000,1,1000000,10,2,8g,NoScale,1,Infinity,19,2.0,449110,22367747,0.0,0.0,0.0,MOBILITY-PLACE-ACTIVITY
3079,2128,273966,123,trajectory.hermopoulis_standard,400,12,0,1000000,1,1000000,10,2,8g,NoScale,1,Infinity,19,1.0,0,0,NaN,NaN,NaN,MOBILITY-PLACE-ACTIVITY
22812,0,144428,41,trajectory.hermopoulis_standard,400,12,5580,1000000,1,1000000,10,2,8g,NoScale,1,Infinity,19,Infinity,39703,618536,0.0,0.0,0.0,none
14323,1330,144428,41,trajectory.hermopoulis_standard,400,12,5062,1000000,1,1000000,10,2,8g,NoScale,1,Infinity,19,2.0,39671,618343,0.0,0.0,0.0,none
954817,56328,407580,272,trajectory.hermopoulis_standard,400,12,11360310,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,43200.0,19,Infinity,11842228,2262671722,0.0,0.0,0.0,none
984705,0,407580,272,trajectory.hermopoulis_standard,400,12,11443392,1000000,1,1000000,10,2,8g,AbsoluteScale,3600,Infinity,19,Infinity,11842257,2262672129,0.0,0.0,0.0,none
2220978,48210,4756880,357,trajectory.milan_standard,100,12,0,1000000,1,6000000,10,2,8g,DailyScale,4,1.0,16,Infinity,4479637,545987746,8.035528328505747E-5,0.991745322064426,0.9063726935732364,none
179730,48210,4756880,357,trajectory.milan_standard,100,12,0,1000000,1,6000000,10,2,8g,DailyScale,4,1.0,16,Infinity,4479637,545987746,0.0,0.0,0.0,none
1637644,0,4756880,357,trajectory.milan_standard,100,12,124,1000000,1,6000000,10,2,8g,DailyScale,4,Infinity,16,Infinity,4633794,551772740,4.8353240502602575E-6,0.9915775541937791,0.9066669585742855,none
12463,0,23936,82,trajectory.oldenburg_standard_1000,10,1,2984,1000000,1,1000000,10,2,8g,NoScale,1,Infinity,19,Infinity,2984,110794,0.0,0.9204559813708324,0.9551690524757659,none
13513,0,5102,41,trajectory.milan_standard_1000,10,1,154,1000000,1,1000000,10,2,8g,NoScale,1,Infinity,19,Infinity,154,2434,0.0,0.9527526705012326,0.9264585045193098,none
17332,0,38406,60,trajectory.hermopoulis_standard_1000,10,1,25276,1000000,1,1000000,10,2,8g,NoScale,1,Infinity,19,Infinity,25276,482874,0.0,0.44664239532466027,0.9677307123597461,none
752072,14968,75268,202,trajectory.hermopoulis_standard_1000,10,1,9413175,1000000,1,1000000,10,2,8g,NoScale,1,Infinity,19,Infinity,9413175,792935016,0.0,0.9647748195799187,0.993789704199417,MOBILITY-PLACE-ACTIVITY
23892,0,231174,3228,trajectory.oldenburg_standard_2000_distinct,10,35,14,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,62085,123057675,0.0,0.0,0.0,none
21025,0,236902,3302,trajectory.oldenburg_standard_2000_distinct,10,34,24,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,64948,131780610,0.0,0.0,0.0,none
31384,0,238378,3310,trajectory.oldenburg_standard_2000_distinct,10,33,37,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,65670,133534355,0.0,0.0,0.0,none
35127,0,240694,3321,trajectory.oldenburg_standard_2000_distinct,10,32,51,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,66918,136460591,0.0,0.0,0.0,none
26213,0,243336,3338,trajectory.oldenburg_standard_2000_distinct,10,31,73,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,67836,139317852,0.0,0.0,0.0,none
35919,0,245028,3350,trajectory.oldenburg_standard_2000_distinct,10,30,112,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,68624,141162447,0.0,0.0,0.0,none
27730,0,247864,3371,trajectory.oldenburg_standard_2000_distinct,10,29,153,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,69927,144169012,0.0,0.0,0.0,none
28066,0,250960,3412,trajectory.oldenburg_standard_2000_distinct,10,28,226,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,71105,149307455,0.0,0.0,0.0,none
48022,0,252668,3422,trajectory.oldenburg_standard_2000_distinct,10,27,310,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,71819,151387844,0.0,0.0,0.0,none
46781,0,254910,3446,trajectory.oldenburg_standard_2000_distinct,10,26,409,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,72970,155018725,0.0,0.0,0.0,none
49002,0,258334,3503,trajectory.oldenburg_standard_2000_distinct,10,25,558,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,73468,159948794,0.0,0.0,0.0,none
26040,0,259306,3510,trajectory.oldenburg_standard_2000_distinct,10,24,753,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,73749,161169721,0.0,0.0,0.0,none
38422,0,260324,3514,trajectory.oldenburg_standard_2000_distinct,10,23,1018,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,74411,162941831,0.0,0.0,0.0,none
34279,0,261676,3520,trajectory.oldenburg_standard_2000_distinct,10,22,1360,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,75120,165178452,0.0,0.0,0.0,none
31919,0,263916,3552,trajectory.oldenburg_standard_2000_distinct,10,21,1766,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,75692,168210981,0.0,0.0,0.0,none
27475,0,265732,3576,trajectory.oldenburg_standard_2000_distinct,10,20,2294,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,76230,170467394,0.0,0.0,0.0,none
44698,0,272116,3639,trajectory.oldenburg_standard_2000_distinct,10,15,8566,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,77804,176613228,0.0,0.0,0.0,none
47473,0,274468,3659,trajectory.oldenburg_standard_2000_distinct,10,10,25778,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,78153,177577343,0.0,0.0,0.0,none
39071,0,275526,3674,trajectory.oldenburg_standard_2000_distinct,10,5,58407,1000000,1,1000000,10,2,8g,AbsoluteScale,1,Infinity,20,Infinity,78220,178493225,0.0,0.0,0.0,none
